Code,Site,Year,Type,Dups,PCB,Flag,Concentration
MEPR 1N,MEPR,2000,n,NA,PCB_105,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_118,FALSE,4.6
MEPR 1N,MEPR,2000,n,NA,PCB_126,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_128,TRUE,1
MEPR 1N,MEPR,2000,n,NA,PCB_138,FALSE,9.1
MEPR 1N,MEPR,2000,n,NA,PCB_153_132,FALSE,10.5
MEPR 1N,MEPR,2000,n,NA,PCB_169,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_170_190,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_180,TRUE,1
MEPR 1N,MEPR,2000,n,NA,PCB_187,FALSE,2.6
MEPR 1N,MEPR,2000,n,NA,PCB_195_208,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_206,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,PCB_209,TRUE,1.5
MEPR 1N,MEPR,2000,n,NA,Total,FALSE,32
MEPR 2N,MEPR,2000,n,NA,PCB_8_5,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_18_15,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_28,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_29,FALSE,1.8
MEPR 2N,MEPR,2000,n,NA,PCB_44,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_50,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_52,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_66_95,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_77,TRUE,2
MEPR 2N,MEPR,2000,n,NA,PCB_87,FALSE,1.6
MEPR 2N,MEPR,2000,n,NA,PCB_101_90,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_105,FALSE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_118,FALSE,3.6
MEPR 2N,MEPR,2000,n,NA,PCB_126,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_128,TRUE,1
MEPR 2N,MEPR,2000,n,NA,PCB_138,FALSE,8.8
MEPR 2N,MEPR,2000,n,NA,PCB_153_132,FALSE,9.7
MEPR 2N,MEPR,2000,n,NA,PCB_169,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_170_190,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_180,TRUE,1
MEPR 2N,MEPR,2000,n,NA,PCB_187,FALSE,2.3
MEPR 2N,MEPR,2000,n,NA,PCB_195_208,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_206,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,PCB_209,TRUE,1.5
MEPR 2N,MEPR,2000,n,NA,Total,FALSE,29
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_8_5,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_18_15,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_28,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_29,FALSE,1.8
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_44,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_50,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_52,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_66_95,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_77,TRUE,2
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_87,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_101_90,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_105,FALSE,1.3
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_118,FALSE,2.3
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_126,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_128,TRUE,1
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_138,FALSE,8.1
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_153_132,FALSE,9
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_169,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_170_190,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_180,TRUE,1
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_187,FALSE,1.8
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_195_208,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_206,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,PCB_209,TRUE,1.5
MEPR 2N Duplicate,MEPR,2000,n,NA,Total,FALSE,24
MEPR 3N,MEPR,2000,n,NA,PCB_8_5,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_18_15,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_28,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_29,TRUE,1
MEPR 3N,MEPR,2000,n,NA,PCB_44,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_50,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_52,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_66_95,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_77,TRUE,2
MEPR 3N,MEPR,2000,n,NA,PCB_87,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_101_90,FALSE,4.3
MEPR 3N,MEPR,2000,n,NA,PCB_105,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_118,FALSE,3.8
MEPR 3N,MEPR,2000,n,NA,PCB_126,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_128,TRUE,1
MEPR 3N,MEPR,2000,n,NA,PCB_138,FALSE,7.6
MEPR 3N,MEPR,2000,n,NA,PCB_153_132,FALSE,8.9
MEPR 3N,MEPR,2000,n,NA,PCB_169,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_170_190,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_180,TRUE,1
MEPR 3N,MEPR,2000,n,NA,PCB_187,TRUE,1
MEPR 3N,MEPR,2000,n,NA,PCB_195_208,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_206,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,PCB_209,TRUE,1.5
MEPR 3N,MEPR,2000,n,NA,Total,FALSE,25
MEPR 4N,MEPR,2000,n,NA,PCB_8_5,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_18_15,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_28,FALSE,2.9
MEPR 4N,MEPR,2000,n,NA,PCB_29,TRUE,1
MEPR 4N,MEPR,2000,n,NA,PCB_44,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_50,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_52,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_66_95,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_77,TRUE,2
MEPR 4N,MEPR,2000,n,NA,PCB_87,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_101_90,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_105,FALSE,1.9
MEPR 4N,MEPR,2000,n,NA,PCB_118,FALSE,2.95
MEPR 4N,MEPR,2000,n,NA,PCB_126,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_128,TRUE,1
MEPR 4N,MEPR,2000,n,NA,PCB_138,FALSE,9.03
MEPR 4N,MEPR,2000,n,NA,PCB_153_132,FALSE,9.52
MEPR 4N,MEPR,2000,n,NA,PCB_169,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_170_190,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_180,TRUE,1
MEPR 4N,MEPR,2000,n,NA,PCB_187,FALSE,3.24
MEPR 4N,MEPR,2000,n,NA,PCB_195_208,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_206,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,PCB_209,TRUE,1.5
MEPR 4N,MEPR,2000,n,NA,Total,FALSE,30
