Code,Site,Year,Type,Surrogate,Pesticide,Flag,Concentration
MEPH 2N,MEPH,2000,N,NA,Transnonachlor,TRUE,1
MEPH 2N,MEPH,2000,N,NA,pp_DDE,FALSE,2
MEPH 2N,MEPH,2000,N,NA,Dieldrin,FALSE,9.6
MEPH 2N,MEPH,2000,N,NA,op_DDD,FALSE,1.4
MEPH 2N,MEPH,2000,N,NA,b_Endosulfan,TRUE,2
MEPH 2N,MEPH,2000,N,NA,pp_DDD,FALSE,13.8
MEPH 2N,MEPH,2000,N,NA,op_DDT,TRUE,2
MEPH 2N,MEPH,2000,N,NA,pp_DDT,TRUE,1
MEPH 2N,MEPH,2000,N,NA,Mirex,TRUE,1.5
MEPH 2N,MEPH,2000,N,NA,Total,FALSE,32
MEPH 3N,MEPH,2000,N,NA,HCB,TRUE,1.2
MEPH 3N,MEPH,2000,N,NA,g_HCH,TRUE,1.2
MEPH 3N,MEPH,2000,N,NA,Heptachlor,TRUE,1
MEPH 3N,MEPH,2000,N,NA,Aldrin,TRUE,1.5
MEPH 3N,MEPH,2000,N,NA,Heptachlor Epoxide,TRUE,1.2
MEPH 3N,MEPH,2000,N,NA,op_DDE,TRUE,1.2
MEPH 3N,MEPH,2000,N,NA,a_Endosulfan,FALSE,1.6
MEPH 3N,MEPH,2000,N,NA,cis_Chlordane,FALSE,3.5
MEPH 3N,MEPH,2000,N,NA,Transnonachlor,TRUE,1
MEPH 3N,MEPH,2000,N,NA,pp_DDE,FALSE,2.2
MEPH 3N,MEPH,2000,N,NA,Dieldrin,FALSE,8.8
MEPH 3N,MEPH,2000,N,NA,op_DDD,FALSE,1.8
MEPH 3N,MEPH,2000,N,NA,b_Endosulfan,TRUE,2
MEPH 3N,MEPH,2000,N,NA,pp_DDD,FALSE,13.7
MEPH 3N,MEPH,2000,N,NA,op_DDT,TRUE,2
MEPH 3N,MEPH,2000,N,NA,pp_DDT,TRUE,1
MEPH 3N,MEPH,2000,N,NA,Mirex,TRUE,1.5
MEPH 3N,MEPH,2000,N,NA,Total,FALSE,32
MEPH 4N,MEPH,2000,N,NA,HCB,TRUE,1.2
MEPH 4N,MEPH,2000,N,NA,g_HCH,TRUE,1.2
MEPH 4N,MEPH,2000,N,NA,Heptachlor,TRUE,1
MEPH 4N,MEPH,2000,N,NA,Aldrin,TRUE,1.5
MEPH 4N,MEPH,2000,N,NA,Heptachlor Epoxide,FALSE,1.5
MEPH 4N,MEPH,2000,N,NA,op_DDE,TRUE,1.2
MEPH 4N,MEPH,2000,N,NA,a_Endosulfan,TRUE,1.2
MEPH 4N,MEPH,2000,N,NA,cis_Chlordane,FALSE,3.3
MEPH 4N,MEPH,2000,N,NA,Transnonachlor,TRUE,1
MEPH 4N,MEPH,2000,N,NA,pp_DDE,FALSE,2
MEPH 4N,MEPH,2000,N,NA,Dieldrin,FALSE,9.3
MEPH 4N,MEPH,2000,N,NA,op_DDD,FALSE,1.8
MEPH 4N,MEPH,2000,N,NA,b_Endosulfan,FALSE,2.3
MEPH 4N,MEPH,2000,N,NA,pp_DDD,FALSE,13.6
MEPH 4N,MEPH,2000,N,NA,op_DDT,TRUE,2
MEPH 4N,MEPH,2000,N,NA,pp_DDT,TRUE,1
MEPH 4N,MEPH,2000,N,NA,Mirex,TRUE,1.5
MEPH 4N,MEPH,2000,N,NA,Total,FALSE,34
MEPR-1N,MEPR,2000,N,NA,HCB,TRUE,1.2
MEPR-1N,MEPR,2000,N,NA,g_HCH,TRUE,1
MEPR-1N,MEPR,2000,N,NA,Heptachlor,TRUE,1.5
MEPR-1N,MEPR,2000,N,NA,Aldrin,TRUE,1.2
MEPR-1N,MEPR,2000,N,NA,Heptachlor Epoxide,TRUE,1.2
MEPR-1N,MEPR,2000,N,NA,op_DDE,TRUE,1.2
MEPR-1N,MEPR,2000,N,NA,a_Endosulfan,FALSE,2.8
MEPR-1N,MEPR,2000,N,NA,cis_Chlordane,FALSE,2.3
MEPR-1N,MEPR,2000,N,NA,Transnonachlor,FALSE,10.9
MEPR-1N,MEPR,2000,N,NA,pp_DDE,FALSE,1.9
MEPR-1N,MEPR,2000,N,NA,Dieldrin,FALSE,3.7
MEPR-1N,MEPR,2000,N,NA,op_DDD,TRUE,2
MEPR-1N,MEPR,2000,N,NA,b_Endosulfan,FALSE,13.7
MEPR-1N,MEPR,2000,N,NA,pp_DDD,TRUE,2
MEPR-1N,MEPR,2000,N,NA,op_DDT,TRUE,1
MEPR-1N,MEPR,2000,N,NA,pp_DDT,TRUE,1.5
MEPR-1N,MEPR,2000,N,NA,Mirex,NA,NA
MEPR-1N,MEPR,2000,N,NA,Total,FALSE,35
MEPR 2N,MEPR,2000,N,NA,HCB,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,g_HCH,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,Heptachlor,TRUE,1
MEPR 2N,MEPR,2000,N,NA,Aldrin,TRUE,1.5
MEPR 2N,MEPR,2000,N,NA,Heptachlor Epoxide,FALSE,1.6
MEPR 2N,MEPR,2000,N,NA,op_DDE,FALSE,2
MEPR 2N,MEPR,2000,N,NA,a_Endosulfan,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,cis_Chlordane,FALSE,3.8
MEPR 2N,MEPR,2000,N,NA,Transnonachlor,TRUE,1
MEPR 2N,MEPR,2000,N,NA,pp_DDE,FALSE,3
MEPR 2N,MEPR,2000,N,NA,Dieldrin,FALSE,9.6
MEPR 2N,MEPR,2000,N,NA,op_DDD,FALSE,3.3
MEPR 2N,MEPR,2000,N,NA,b_Endosulfan,TRUE,2
MEPR 2N,MEPR,2000,N,NA,pp_DDD,FALSE,12
MEPR 2N,MEPR,2000,N,NA,op_DDT,TRUE,2
MEPR 2N,MEPR,2000,N,NA,pp_DDT,TRUE,1
MEPR 2N,MEPR,2000,N,NA,Mirex,TRUE,1.5
MEPR 2N,MEPR,2000,N,NA,Total,FALSE,35
MEPR 2N,MEPR,2000,N,NA,HCB,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,g_HCH,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,Heptachlor,TRUE,1
MEPR 2N,MEPR,2000,N,NA,Aldrin,TRUE,1.5
MEPR 2N,MEPR,2000,N,NA,Heptachlor Epoxide,FALSE,1.6
MEPR 2N,MEPR,2000,N,NA,op_DDE,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,a_Endosulfan,TRUE,1.2
MEPR 2N,MEPR,2000,N,NA,cis_Chlordane,FALSE,4.7
MEPR 2N,MEPR,2000,N,NA,Transnonachlor,TRUE,1
MEPR 2N,MEPR,2000,N,NA,pp_DDE,FALSE,2.5
MEPR 2N,MEPR,2000,N,NA,Dieldrin,FALSE,9
MEPR 2N,MEPR,2000,N,NA,op_DDD,FALSE,2.6
MEPR 2N,MEPR,2000,N,NA,b_Endosulfan,TRUE,2
MEPR 2N,MEPR,2000,N,NA,pp_DDD,FALSE,10.8
MEPR 2N,MEPR,2000,N,NA,op_DDT,TRUE,2
MEPR 2N,MEPR,2000,N,NA,pp_DDT,FALSE,2.1
MEPR 2N,MEPR,2000,N,NA,Mirex,TRUE,1.5
MEPR 2N,MEPR,2000,N,NA,Total,FALSE,33
MEPR-3N,MEPR,2000,N,NA,HCB,TRUE,1.2
MEPR-3N,MEPR,2000,N,NA,g_HCH,TRUE,1.2
MEPR-3N,MEPR,2000,N,NA,Heptachlor,TRUE,1
MEPR-3N,MEPR,2000,N,NA,Aldrin,TRUE,1.5
MEPR-3N,MEPR,2000,N,NA,Heptachlor Epoxide,TRUE,1.2
MEPR-3N,MEPR,2000,N,NA,op_DDE,TRUE,1.2
MEPR-3N,MEPR,2000,N,NA,a_Endosulfan,TRUE,1.2
MEPR-3N,MEPR,2000,N,NA,cis_Chlordane,FALSE,2.7
MEPR-3N,MEPR,2000,N,NA,Transnonachlor,FALSE,1.9
MEPR-3N,MEPR,2000,N,NA,pp_DDE,FALSE,9.7
MEPR-3N,MEPR,2000,N,NA,Dieldrin,FALSE,1.8
MEPR-3N,MEPR,2000,N,NA,op_DDD,FALSE,3.3
MEPR-3N,MEPR,2000,N,NA,b_Endosulfan,TRUE,2
MEPR-3N,MEPR,2000,N,NA,pp_DDD,FALSE,11.6
MEPR-3N,MEPR,2000,N,NA,op_DDT,TRUE,2
MEPR-3N,MEPR,2000,N,NA,pp_DDT,TRUE,1
MEPR-3N,MEPR,2000,N,NA,Mirex,TRUE,1.5
MEPR-3N,MEPR,2000,N,NA,Total,FALSE,31
MEPR-4N,MEPR,2000,N,NA,HCB,TRUE,1.2
MEPR-4N,MEPR,2000,N,NA,g_HCH,TRUE,1.2
MEPR-4N,MEPR,2000,N,NA,Heptachlor,TRUE,1
MEPR-4N,MEPR,2000,N,NA,Aldrin,TRUE,1.5
MEPR-4N,MEPR,2000,N,NA,Heptachlor Epoxide,TRUE,1.2
MEPR-4N,MEPR,2000,N,NA,op_DDE,TRUE,1
MEPR-4N,MEPR,2000,N,NA,a_Endosulfan,TRUE,1.2
MEPR-4N,MEPR,2000,N,NA,cis_Chlordane,FALSE,3.7
MEPR-4N,MEPR,2000,N,NA,Transnonachlor,FALSE,1.5
MEPR-4N,MEPR,2000,N,NA,pp_DDE,FALSE,10.8
MEPR-4N,MEPR,2000,N,NA,Dieldrin,FALSE,2.3
MEPR-4N,MEPR,2000,N,NA,op_DDD,FALSE,2.1
MEPR-4N,MEPR,2000,N,NA,b_Endosulfan,TRUE,2
MEPR-4N,MEPR,2000,N,NA,pp_DDD,FALSE,2.5
MEPR-4N,MEPR,2000,N,NA,op_DDT,TRUE,2
MEPR-4N,MEPR,2000,N,NA,pp_DDT,TRUE,1
MEPR-4N,MEPR,2000,N,NA,Mirex,TRUE,1.5
MEPR-4N,MEPR,2000,N,NA,Total,FALSE,23
